D:\self-driving-car\data\IMG\center_2025_04_25_00_30_16_849.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_16_849.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_16_849.jpg,0,0.5431365,0,1.585429
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_16_931.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_16_931.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_16_931.jpg,0,0.7906833,0,2.232148
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_017.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_017.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_017.jpg,0,1,0,3.119786
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_086.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_086.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_086.jpg,0,1,0,4.060288
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_153.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_153.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_153.jpg,0,1,0,4.760929
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_229.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_229.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_229.jpg,0,1,0,5.688442
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_313.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_313.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_313.jpg,-0.1,1,0,6.606965
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_382.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_382.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_382.jpg,-0.3,1,0,7.501686
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_463.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_463.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_463.jpg,0,1,0,8.389077
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_545.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_545.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_545.jpg,0,1,0,9.287045
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_614.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_614.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_614.jpg,0,1,0,9.956895
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_683.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_683.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_683.jpg,0,1,0,10.84391
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_750.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_750.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_750.jpg,0,1,0,11.60316
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_825.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_825.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_825.jpg,0,1,0,12.41628
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_17_905.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_17_905.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_17_905.jpg,0,1,0,13.12983
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_001.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_001.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_001.jpg,0,1,0,14.22123
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_074.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_074.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_074.jpg,0,1,0,15.04826
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_142.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_142.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_142.jpg,0,1,0,15.91673
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_218.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_218.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_218.jpg,0,1,0,16.30084
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_310.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_310.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_310.jpg,0,1,0,17.58501
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_383.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_383.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_383.jpg,0,1,0,18.40057
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_457.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_457.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_457.jpg,0,1,0,18.85595
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_526.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_526.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_526.jpg,0,1,0,19.6883
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_597.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_597.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_597.jpg,0,1,0,20.40899
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_671.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_671.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_671.jpg,0,1,0,21.2007
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_741.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_741.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_741.jpg,0,1,0,21.98586
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_810.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_810.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_810.jpg,0,1,0,22.54199
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_878.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_878.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_878.jpg,0,1,0,23.15514
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_18_962.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_18_962.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_18_962.jpg,0,1,0,24.12023
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_046.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_046.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_046.jpg,0,1,0,24.8951
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_128.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_128.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_128.jpg,0,1,0,25.66268
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_210.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_210.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_210.jpg,0,1,0,26.42395
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_278.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_278.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_278.jpg,0,1,0,26.99053
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_357.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_357.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_357.jpg,0,1,0,27.74071
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_440.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_440.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_440.jpg,0,1,0,28.67005
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_525.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_525.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_525.jpg,0,1,0,29.40676
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_612.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_612.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_612.jpg,0,1,0,30.13757
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_690.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_690.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_690.jpg,0,1,0,30.19025
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_770.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_770.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_770.jpg,0,1,0,30.19041
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_859.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_859.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_859.jpg,0,1,0,30.1903
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_19_933.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_19_933.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_19_933.jpg,0,1,0,30.1905
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_20_115.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_20_115.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_20_115.jpg,0,1,0,30.22657
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_157.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_157.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_157.jpg,0,0,0,29.37463
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_225.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_225.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_225.jpg,0,0,0,29.13842
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_294.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_294.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_294.jpg,0,0,0,28.96251
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_383.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_383.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_383.jpg,0,0,0,28.67169
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_450.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_450.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_450.jpg,0,0,0,28.49859
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_537.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_537.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_537.jpg,0,0,0,28.26944
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_625.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_625.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_625.jpg,0,0,0,27.98558
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_692.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_692.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_692.jpg,0,0,0,27.81664
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_779.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_779.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_779.jpg,0,0,0,27.53733
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_847.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_847.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_847.jpg,-0.05,0,0,27.37052
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_30_935.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_30_935.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_30_935.jpg,-0.25,0,0,27.11813
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_002.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_002.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_002.jpg,-0.45,0,0,26.79227
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_090.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_090.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_090.jpg,0,0,0,26.55961
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_162.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_162.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_162.jpg,0,0,0,26.34229
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_249.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_249.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_249.jpg,0,0,0,26.12964
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_335.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_335.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_335.jpg,0.1,0,0,25.91505
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_402.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_402.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_402.jpg,0.3,0.201432,0,25.74656
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_490.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_490.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_490.jpg,0.5000001,0.4645347,0,25.72841
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_578.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_578.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_578.jpg,0.7,0.7279401,0,25.88291
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_648.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_648.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_648.jpg,0.9000002,0.9377055,0,26.17716
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_718.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_718.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_718.jpg,0,0.9330199,0,26.66057
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_804.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_804.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_804.jpg,0,0.6734841,0,27.32341
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_875.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_875.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_875.jpg,0,0.4624891,0,27.57965
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_31_963.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_31_963.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_31_963.jpg,0,0.1982374,0,27.70865
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_032.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_032.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_032.jpg,0,0.2610415,0,27.66908
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_121.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_121.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_121.jpg,0,0.5264224,0,27.86668
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_194.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_194.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_194.jpg,0,0.746236,0,28.15831
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_283.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_283.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_283.jpg,0,1,0,28.93808
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_353.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_353.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_353.jpg,0,1,0,29.49398
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_443.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_443.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_443.jpg,0,1,0,30.19178
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_512.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_512.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_512.jpg,0,1,0,30.19023
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_580.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_580.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_580.jpg,0,0.8644921,0,30.15269
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_647.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_647.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_647.jpg,0,0.66295,0,30.11989
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_714.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_714.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_714.jpg,0.15,0.5985967,0,30.06073
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_802.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_802.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_802.jpg,0.4,0.862749,0,30.10463
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_869.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_869.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_869.jpg,0.5500001,1,0,30.14168
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_32_957.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_32_957.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_32_957.jpg,0,1,0,30.20404
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_024.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_024.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_024.jpg,0,1,0,30.17589
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_112.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_112.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_112.jpg,0,1,0,30.17918
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_186.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_186.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_186.jpg,0,1,0,30.14322
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_254.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_254.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_254.jpg,0,1,0,30.00757
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_323.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_323.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_323.jpg,0,1,0,30.13535
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_409.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_409.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_409.jpg,0,1,0,30.05292
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_477.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_477.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_477.jpg,0,1,0,30.38753
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_544.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_544.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_544.jpg,0.1,1,0,30.07338
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_633.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_633.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_633.jpg,0.3,1,0,30.05594
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_703.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_703.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_703.jpg,0,1,0,30.08639
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_788.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_788.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_788.jpg,0,1,0,30.19686
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_881.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_881.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_881.jpg,0,1,0,30.12669
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_33_948.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_33_948.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_33_948.jpg,0.15,1,0,30.04984
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_34_015.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_34_015.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_34_015.jpg,0.3,1,0,30.26603
D:\self-driving-car\data\IMG\center_2025_04_25_00_30_34_100.jpg,D:\self-driving-car\data\IMG\left_2025_04_25_00_30_34_100.jpg,D:\self-driving-car\data\IMG\right_2025_04_25_00_30_34_100.jpg,0.5500001,1,0,30.03374
